	otu	kingdom	phylum	class	order	family	genus	species
712	oligotype_713_125	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0
713	oligotype_714_125	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	0	0	0
714	oligotype_715_125	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	0	0
715	oligotype_716_125	Bacteria	Firmicutes	Clostridia	Clostridiales	0	0	0
716	oligotype_717_124	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium matruchotii
717	oligotype_718_124	0	0	0	0	0	0	0
718	oligotype_719_124	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella	Eikenella corrodens
719	oligotype_720_123	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium durum
720	oligotype_721_123	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	0
721	oligotype_722_122	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella intermedia
722	oligotype_723_121	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	0
723	oligotype_724_121	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella atypica
724	oligotype_725_120	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	0	0	0
725	oligotype_726_120	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	0
726	oligotype_727_120	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	0	0
727	oligotype_728_120	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	0
728	oligotype_729_118	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum
729	oligotype_730_118	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria macacae
730	oligotype_731_118	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	0
731	oligotype_732_117	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	0
732	oligotype_733_117	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	0
733	oligotype_734_117	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces viscosus
734	oligotype_735_117	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	0
735	oligotype_736_116	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella	Eikenella corrodens
736	oligotype_737_116	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	0	0
737	oligotype_738_116	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella intermedia
738	oligotype_739_116	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	0
739	oligotype_740_116	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum
740	oligotype_741_115	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus anginosus
741	oligotype_742_115	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	0
742	oligotype_743_115	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0
743	oligotype_744_114	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus haemolyticus
744	oligotype_745_114	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella dispar
745	oligotype_746_114	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	0	0
746	oligotype_747_113	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	0	0	0
747	oligotype_748_113	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter aphrophilus
748	oligotype_749_113	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	0
749	oligotype_750_113	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	0	0	0
750	oligotype_751_112	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	0	0
751	oligotype_752_112	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus haemolyticus
752	oligotype_753_111	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas endodontalis
753	oligotype_754_111	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	0	0
754	oligotype_755_110	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0
755	oligotype_756_110	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	0
756	oligotype_757_110	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0
757	oligotype_758_110	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	0	0
758	oligotype_759_109	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	0	0
759	oligotype_760_109	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	0	0
760	oligotype_761_109	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0
761	oligotype_762_109	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella pallens
762	oligotype_763_108	0	0	0	0	0	0	0
763	oligotype_764_108	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sulci
764	oligotype_765_108	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	0
765	oligotype_766_108	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Riemerella	0
766	oligotype_767_107	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	0	0	0
767	oligotype_768_107	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	0
768	oligotype_769_107	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0
769	oligotype_770_107	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum
770	oligotype_771_107	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	0	0
771	oligotype_772_106	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Dysgonamonadaceae	0	0
772	oligotype_773_106	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	0	0	0
773	oligotype_774_106	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria macacae
774	oligotype_775_106	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	0	0
775	oligotype_776_106	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0
776	oligotype_777_105	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	0
777	oligotype_778_105	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus sputorum
778	oligotype_779_105	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	0	0
779	oligotype_780_105	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	0	0
780	oligotype_781_105	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0
781	oligotype_782_105	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	0	0	0
782	oligotype_783_105	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	0	0
783	oligotype_784_105	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella	0
784	oligotype_785_104	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	0	0
785	oligotype_786_104	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga sputigena
786	oligotype_787_104	Bacteria	0	0	0	0	0	0
787	oligotype_788_103	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	0	0	0
788	oligotype_789_103	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	0	0
789	oligotype_790_103	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella intermedia
790	oligotype_791_102	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	0
791	oligotype_792_102	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	Alloprevotella tannerae
792	oligotype_793_101	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	0
793	oligotype_794_101	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium saphenum
794	oligotype_795_101	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella dispar
795	oligotype_796_100	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	0	0
796	oligotype_797_100	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	0
797	oligotype_798_100	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Oribacterium	0
798	oligotype_799_100	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella intermedia
799	oligotype_800_100	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum
800	oligotype_801_100	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter segnis
801	oligotype_802_99	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	0
802	oligotype_803_99	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parasanguinis
803	oligotype_804_99	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella melaninogenica
804	oligotype_805_99	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	0	0
805	oligotype_806_99	0	0	0	0	0	0	0
806	oligotype_807_98	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia goodfellowii
807	oligotype_808_98	0	0	0	0	0	0	0
808	oligotype_809_97	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella oulorum
809	oligotype_810_97	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria flavescens
810	oligotype_811_97	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	0
811	oligotype_812_97	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Stomatobaculum	0
812	oligotype_813_97	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	0	0
813	oligotype_814_96	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	0
814	oligotype_815_96	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	0	0
815	oligotype_816_96	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Dysgonamonadaceae	0	0
816	oligotype_817_95	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella	0
817	oligotype_818_95	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella salivae
818	oligotype_819_95	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum
819	oligotype_820_95	Bacteria	0	0	0	0	0	0
820	oligotype_821_95	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	0	0
821	oligotype_822_95	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	0
822	oligotype_823_95	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	0	0
823	oligotype_824_94	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella denticola
824	oligotype_825_94	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	0
825	oligotype_826_94	Bacteria	0	0	0	0	0	0
826	oligotype_827_94	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	0
827	oligotype_828_94	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	0	0
828	oligotype_829_93	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter concisus
829	oligotype_830_93	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter concisus
830	oligotype_831_92	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	0
831	oligotype_832_92	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	0	0
832	oligotype_833_92	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	0	0
833	oligotype_834_91	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	0
834	oligotype_835_91	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella oris
835	oligotype_836_91	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter aphrophilus
836	oligotype_837_90	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus intermedius
837	oligotype_838_90	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Gemella	0
838	oligotype_839_89	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0
839	oligotype_840_89	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	0	0	0
840	oligotype_841_89	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	0	0
841	oligotype_842_88	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Dysgonamonadaceae	0	0
842	oligotype_843_88	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	0	0
843	oligotype_844_88	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	0	0
844	oligotype_845_88	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas endodontalis
845	oligotype_846_88	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	0
846	oligotype_847_88	0	0	0	0	0	0	0
847	oligotype_848_86	0	0	0	0	0	0	0
848	oligotype_849_86	0	0	0	0	0	0	0
849	oligotype_850_86	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium matruchotii
850	oligotype_851_86	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Simonsiella	0
851	oligotype_852_86	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium saphenum
852	oligotype_853_86	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	0
853	oligotype_854_86	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum saburreum
854	oligotype_855_86	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	0	0
855	oligotype_856_86	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas endodontalis
856	oligotype_857_85	0	0	0	0	0	0	0
857	oligotype_858_85	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella veroralis
858	oligotype_859_85	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0	0
859	oligotype_860_85	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	0	0
860	oligotype_861_85	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria flavescens
861	oligotype_862_84	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia hofstadii
862	oligotype_863_84	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	0	0
863	oligotype_864_84	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	0	0
864	oligotype_865_83	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	0	0
865	oligotype_866_83	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	0	0
866	oligotype_867_83	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum
867	oligotype_868_82	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	0
868	oligotype_869_82	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	0
869	oligotype_870_82	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella melaninogenica
870	oligotype_871_82	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella salivae
871	oligotype_872_82	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	0
872	oligotype_873_82	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	0	0
873	oligotype_874_81	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0
874	oligotype_875_81	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	0
875	oligotype_876_81	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	0
876	oligotype_877_81	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella melaninogenica
877	oligotype_878_80	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	0
878	oligotype_879_80	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas noxia
879	oligotype_880_80	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	0
880	oligotype_881_79	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	0
881	oligotype_882_79	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Dysgonamonadaceae	0	0
882	oligotype_883_79	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	0
883	oligotype_884_79	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	0	0
884	oligotype_885_78	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria flavescens
885	oligotype_886_78	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	0	0	0
886	oligotype_887_78	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces odontolyticus
887	oligotype_888_78	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	0
888	oligotype_889_77	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	0
889	oligotype_890_77	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter concisus
890	oligotype_891_77	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	0	0
891	oligotype_892_76	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium saphenum
892	oligotype_893_76	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium periodonticum
893	oligotype_894_76	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus influenzae
894	oligotype_895_76	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella melaninogenica
895	oligotype_896_75	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gingivalis
896	oligotype_897_75	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus sputorum
897	oligotype_898_75	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	0
898	oligotype_899_74	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	0
899	oligotype_900_74	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	0
900	oligotype_901_74	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	0
901	oligotype_902_73	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	0
902	oligotype_903_73	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	0
903	oligotype_904_72	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella salivae
904	oligotype_905_72	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	0
905	oligotype_906_71	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella parvula
906	oligotype_907_71	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	0	0
907	oligotype_908_71	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	0	0	0
908	oligotype_909_71	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum
909	oligotype_910_71	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	0	0
910	oligotype_911_70	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	0
911	oligotype_912_70	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	0	0
912	oligotype_913_70	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0	0
913	oligotype_914_70	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum
914	oligotype_915_70	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	0
915	oligotype_916_70	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus acidophilus
916	oligotype_917_70	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella salivae
917	oligotype_918_70	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Dysgonamonadaceae	0	0
918	oligotype_919_70	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	0
919	oligotype_920_70	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	Alloprevotella rava
920	oligotype_921_69	0	0	0	0	0	0	0
921	oligotype_922_69	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus parainfluenzae
922	oligotype_923_69	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	0	0
923	oligotype_924_69	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	0
924	oligotype_925_68	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella histicola
925	oligotype_926_68	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces graevenitzii
926	oligotype_927_68	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	Paraprevotella clara
927	oligotype_928_68	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium nucleatum
928	oligotype_929_67	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	0	0
929	oligotype_930_67	0	0	0	0	0	0	0
930	oligotype_931_67	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Gemella	Gemella sanguinis
931	oligotype_932_66	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria flavescens
932	oligotype_933_66	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	0
933	oligotype_934_66	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella pallens
934	oligotype_935_66	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	0	0
935	oligotype_936_66	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	0	0
936	oligotype_937_66	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	0	0
937	oligotype_938_65	Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium matruchotii
938	oligotype_939_65	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella melaninogenica
939	oligotype_940_65	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella pallens
940	oligotype_941_65	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas endodontalis
941	oligotype_942_64	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	0	0
942	oligotype_943_64	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas catoniae
